purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_delivery_date,order_quantity,unit_cost,total_cost,status
PO-001546,OFF-AR-10003829,SUP-OFF-03,Prime Workplace Essentials,2015-03-06,2015-03-12,15,$1.77,$26.55,Closed
PO-003034,OFF-PA-10002365,SUP-OFF-04,Evergreen Office Goods,2015-03-06,2015-03-14,15,$3.19,$47.85,Closed
PO-003115,OFF-PA-10003063,SUP-OFF-04,Evergreen Office Goods,2015-03-06,2015-03-10,13,$2.36,$30.68,Closed
PO-003988,TEC-AC-10002647,SUP-TEC-02,BlueCircuit Supply,2015-03-06,2015-03-14,14,$27.30,$382.20,Closed
PO-000242,FUR-CH-10002439,SUP-FUR-01,Northwood Furnishings,2015-03-07,2015-03-18,12,$58.38,$700.56,Closed
PO-000625,FUR-FU-10002508,SUP-FUR-01,Northwood Furnishings,2015-03-07,2015-03-17,10,$5.61,$56.10,Closed
PO-001809,OFF-BI-10001543,SUP-OFF-04,Evergreen Office Goods,2015-03-07,2015-03-13,14,$19.05,$266.70,Closed
PO-002006,OFF-BI-10003007,SUP-OFF-04,Evergreen Office Goods,2015-03-07,2015-03-11,16,$15.97,$255.52,Closed
PO-003395,OFF-ST-10000736,SUP-OFF-03,Prime Workplace Essentials,2015-03-07,2015-03-12,12,$50.19,$602.28,Closed
PO-000903,FUR-TA-10001889,SUP-FUR-04,Cedar Contract Goods,2015-03-08,2015-03-25,12,$188.09,"$2,257.08",Closed
PO-001058,OFF-AP-10001154,SUP-OFF-01,Pinnacle Paper & Office,2015-03-08,2015-03-15,12,$16.52,$198.24,Closed
PO-001666,OFF-BI-10000309,SUP-OFF-02,Metro Stationery Co.,2015-03-08,2015-03-14,16,$3.55,$56.80,Closed
PO-002475,OFF-FA-10003112,SUP-OFF-03,Prime Workplace Essentials,2015-03-08,2015-03-16,12,$3.02,$36.24,Closed
PO-002996,OFF-PA-10002120,SUP-OFF-03,Prime Workplace Essentials,2015-03-08,2015-03-13,10,$22.65,$226.50,Closed
PO-003147,OFF-PA-10003349,SUP-OFF-04,Evergreen Office Goods,2015-03-08,2015-03-14,20,$3.50,$70.00,Closed
PO-003469,OFF-ST-10001490,SUP-OFF-04,Evergreen Office Goods,2015-03-08,2015-03-13,10,$85.81,$858.10,Closed
PO-003538,OFF-ST-10002301,SUP-OFF-01,Pinnacle Paper & Office,2015-03-08,2015-03-16,16,$5.00,$80.00,Closed
PO-004580,TEC-PH-10003484,SUP-TEC-03,Apex Digital Wholesale,2015-03-08,2015-03-18,14,$101.94,"$1,427.16",Closed
PO-004635,TEC-PH-10004100,SUP-TEC-03,Apex Digital Wholesale,2015-03-08,2015-03-20,14,$8.77,$122.78,Closed
PO-001357,OFF-AR-10001573,SUP-OFF-01,Pinnacle Paper & Office,2015-03-09,2015-03-18,10,$1.90,$19.00,Closed
PO-001564,OFF-AR-10004027,SUP-OFF-03,Prime Workplace Essentials,2015-03-09,2015-03-15,25,$1.61,$40.25,Closed
PO-002527,OFF-LA-10000443,SUP-OFF-01,Pinnacle Paper & Office,2015-03-09,2015-03-13,12,$1.94,$23.28,Closed
PO-002802,OFF-PA-10000675,SUP-OFF-01,Pinnacle Paper & Office,2015-03-09,2015-03-16,11,$30.39,$334.29,Closed
PO-000014,FUR-BO-10001337,SUP-FUR-04,Cedar Contract Goods,2015-03-10,2015-03-28,19,$47.85,$909.15,Closed
PO-002656,OFF-LA-10004409,SUP-OFF-01,Pinnacle Paper & Office,2015-03-10,2015-03-18,13,$1.46,$18.98,Closed
PO-002666,OFF-LA-10004544,SUP-OFF-04,Evergreen Office Goods,2015-03-10,2015-03-14,13,$7.17,$93.21,Closed
PO-003168,OFF-PA-10003641,SUP-OFF-03,Prime Workplace Essentials,2015-03-10,2015-03-15,13,$28.07,$364.91,Closed
PO-003341,OFF-ST-10000078,SUP-OFF-02,Metro Stationery Co.,2015-03-10,2015-03-18,23,$179.71,"$4,133.33",Closed
PO-003952,TEC-AC-10002323,SUP-TEC-02,BlueCircuit Supply,2015-03-10,2015-03-19,10,$20.23,$202.30,Closed
PO-004330,TEC-PH-10000730,SUP-TEC-04,CoreLink Systems,2015-03-10,2015-03-19,13,$420.07,"$5,460.91",Closed
PO-001477,OFF-AR-10003183,SUP-OFF-02,Metro Stationery Co.,2015-03-11,2015-03-15,11,$2.28,$25.08,Closed
PO-003831,TEC-AC-10000710,SUP-TEC-04,CoreLink Systems,2015-03-11,2015-03-25,15,$26.46,$396.90,Closed - Split Delivery
PO-003980,TEC-AC-10002558,SUP-TEC-01,Vertex Tech Distribution,2015-03-11,2015-03-20,15,$2.56,$38.40,Closed
PO-000221,FUR-CH-10002304,SUP-FUR-02,Atlas Workspace Supply,2015-03-12,2015-03-25,11,$21.19,$233.09,Closed
PO-000967,FUR-TA-10003954,SUP-FUR-02,Atlas Workspace Supply,2015-03-12,2015-03-26,10,$270.92,"$2,709.20",Closed
PO-001582,OFF-AR-10004272,SUP-OFF-03,Prime Workplace Essentials,2015-03-12,2015-03-21,11,$2.40,$26.40,Closed
PO-001601,OFF-AR-10004685,SUP-OFF-02,Metro Stationery Co.,2015-03-12,2015-03-19,12,$2.31,$27.72,Closed
PO-001957,OFF-BI-10002735,SUP-OFF-02,Metro Stationery Co.,2015-03-12,2015-03-18,10,$21.32,$213.20,Closed
PO-002661,OFF-LA-10004484,SUP-OFF-01,Pinnacle Paper & Office,2015-03-12,2015-03-20,14,$2.02,$28.28,Closed
PO-003368,OFF-ST-10000585,SUP-OFF-02,Metro Stationery Co.,2015-03-13,2015-03-18,10,$96.70,$967.00,Closed
PO-000676,FUR-FU-10003192,SUP-FUR-03,Summit Office Interiors,2015-03-14,2015-03-26,10,$55.15,$551.50,Closed
PO-000772,FUR-FU-10004020,SUP-FUR-01,Northwood Furnishings,2015-03-14,2015-03-28,10,$3.43,$34.30,Closed
PO-000804,FUR-FU-10004415,SUP-FUR-04,Cedar Contract Goods,2015-03-14,2015-04-01,10,$3.26,$32.60,Closed
PO-001486,OFF-AR-10003338,SUP-OFF-04,Evergreen Office Goods,2015-03-14,2015-03-22,10,$3.61,$36.10,Closed
PO-001820,OFF-BI-10001597,SUP-OFF-03,Prime Workplace Essentials,2015-03-14,2015-03-18,10,$14.40,$144.00,Closed
PO-002194,OFF-BI-10004410,SUP-OFF-04,Evergreen Office Goods,2015-03-14,2015-03-20,11,$2.05,$22.55,Closed
PO-002313,OFF-EN-10002230,SUP-OFF-02,Metro Stationery Co.,2015-03-14,2015-03-23,18,$32.56,$586.08,Closed
PO-002855,OFF-PA-10001204,SUP-OFF-02,Metro Stationery Co.,2015-03-14,2015-03-19,23,$1.81,$41.63,Closed - Split Delivery
PO-003054,OFF-PA-10002581,SUP-OFF-01,Pinnacle Paper & Office,2015-03-14,2015-03-19,15,$10.05,$150.75,Closed
PO-001242,OFF-AR-10000034,SUP-OFF-04,Evergreen Office Goods,2015-03-15,2015-03-23,13,$4.69,$60.97,Closed
PO-001328,OFF-AR-10001231,SUP-OFF-02,Metro Stationery Co.,2015-03-15,2015-03-24,12,$1.00,$12.00,Closed
PO-002572,OFF-LA-10001982,SUP-OFF-04,Evergreen Office Goods,2015-03-15,2015-03-21,15,$1.60,$24.00,Closed
PO-003316,OFF-PA-10004948,SUP-OFF-04,Evergreen Office Goods,2015-03-15,2015-03-21,19,$1.32,$25.08,Closed
PO-004145,TEC-AC-10004901,SUP-TEC-01,Vertex Tech Distribution,2015-03-15,2015-03-24,15,$15.54,$233.10,Closed
PO-004571,TEC-PH-10003273,SUP-TEC-04,CoreLink Systems,2015-03-15,2015-03-26,18,$129.26,"$2,326.68",Closed
PO-000862,FUR-TA-10000688,SUP-FUR-01,Northwood Furnishings,2015-03-16,2015-03-31,12,$58.65,$703.80,Closed
PO-000985,FUR-TA-10004442,SUP-FUR-04,Cedar Contract Goods,2015-03-16,2015-04-02,15,$98.73,"$1,480.95",Closed
PO-001385,OFF-AR-10001915,SUP-OFF-04,Evergreen Office Goods,2015-03-17,2015-03-25,10,$7.72,$77.20,Closed
PO-001627,OFF-BI-10000042,SUP-OFF-01,Pinnacle Paper & Office,2015-03-17,2015-03-26,14,$1.00,$14.00,Closed
PO-001700,OFF-BI-10000605,SUP-OFF-04,Evergreen Office Goods,2015-03-17,2015-03-28,19,$1.78,$33.82,Closed
PO-001860,OFF-BI-10001758,SUP-OFF-01,Pinnacle Paper & Office,2015-03-17,2015-03-26,23,$6.08,$139.84,Closed
PO-002763,OFF-PA-10000466,SUP-OFF-03,Prime Workplace Essentials,2015-03-17,2015-03-28,17,$3.05,$51.85,Closed - Split Delivery
PO-000560,FUR-FU-10001918,SUP-FUR-01,Northwood Furnishings,2015-03-18,2015-04-01,10,$2.36,$23.60,Closed
PO-000871,FUR-TA-10001086,SUP-FUR-04,Cedar Contract Goods,2015-03-18,2015-04-05,10,$110.41,"$1,104.10",Closed
PO-002476,OFF-FA-10003112,SUP-OFF-03,Prime Workplace Essentials,2015-03-18,2015-03-29,15,$3.02,$45.30,Closed
PO-002938,OFF-PA-10001804,SUP-OFF-02,Metro Stationery Co.,2015-03-18,2015-03-26,18,$4.18,$75.24,Closed
PO-000463,FUR-FU-10000747,SUP-FUR-01,Northwood Furnishings,2015-03-19,2015-04-01,10,$26.15,$261.50,Closed
PO-000760,FUR-FU-10003981,SUP-FUR-03,Summit Office Interiors,2015-03-19,2015-04-01,18,$1.00,$18.00,Closed
PO-001646,OFF-BI-10000145,SUP-OFF-01,Pinnacle Paper & Office,2015-03-19,2015-03-27,18,$1.16,$20.88,Closed
PO-001753,OFF-BI-10001097,SUP-OFF-01,Pinnacle Paper & Office,2015-03-19,2015-03-24,10,$3.22,$32.20,Closed
PO-001775,OFF-BI-10001196,SUP-OFF-04,Evergreen Office Goods,2015-03-19,2015-03-25,16,$6.49,$103.84,Closed
PO-001835,OFF-BI-10001636,SUP-OFF-01,Pinnacle Paper & Office,2015-03-19,2015-03-24,14,$1.95,$27.30,Closed
PO-002192,OFF-BI-10004390,SUP-OFF-04,Evergreen Office Goods,2015-03-19,2015-03-25,12,$359.08,"$4,308.96",Closed
PO-002585,OFF-LA-10002312,SUP-OFF-02,Metro Stationery Co.,2015-03-19,2015-03-26,15,$2.92,$43.80,Closed
PO-003417,OFF-ST-10000918,SUP-OFF-01,Pinnacle Paper & Office,2015-03-19,2015-03-29,17,$3.91,$66.47,Closed - Split Delivery
PO-004426,TEC-PH-10001819,SUP-TEC-02,BlueCircuit Supply,2015-03-19,2015-03-26,16,$28.56,$456.96,Closed
PO-000961,FUR-TA-10003748,SUP-FUR-01,Northwood Furnishings,2015-03-20,2015-04-01,11,$116.24,"$1,278.64",Closed
PO-001153,OFF-AP-10002765,SUP-OFF-03,Prime Workplace Essentials,2015-03-20,2015-03-25,13,$7.43,$96.59,Closed
PO-001194,OFF-AP-10003842,SUP-OFF-01,Pinnacle Paper & Office,2015-03-20,2015-03-29,13,$13.50,$175.50,Closed
PO-003588,OFF-ST-10002957,SUP-OFF-04,Evergreen Office Goods,2015-03-20,2015-03-28,10,$2.89,$28.90,Closed
PO-004348,TEC-PH-10001128,SUP-TEC-03,Apex Digital Wholesale,2015-03-20,2015-03-27,10,$235.65,"$2,356.50",Closed
PO-004699,TEC-PH-10004922,SUP-TEC-03,Apex Digital Wholesale,2015-03-20,2015-04-02,15,$29.61,$444.15,Closed
PO-000127,FUR-CH-10000422,SUP-FUR-03,Summit Office Interiors,2015-03-21,2015-04-07,22,$47.39,"$1,042.58",Closed - Split Delivery
PO-001247,OFF-AR-10000127,SUP-OFF-01,Pinnacle Paper & Office,2015-03-21,2015-03-29,16,$2.95,$47.20,Closed
PO-002896,OFF-PA-10001593,SUP-OFF-03,Prime Workplace Essentials,2015-03-21,2015-03-27,10,$3.55,$35.50,Closed
PO-003099,OFF-PA-10002986,SUP-OFF-02,Metro Stationery Co.,2015-03-21,2015-03-28,10,$2.80,$28.00,Closed
PO-001501,OFF-AR-10003478,SUP-OFF-02,Metro Stationery Co.,2015-03-22,2015-04-01,22,$5.17,$113.74,Closed
PO-002299,OFF-EN-10001509,SUP-OFF-03,Prime Workplace Essentials,2015-03-22,2015-03-26,10,$1.00,$10.00,Closed
PO-003252,OFF-PA-10004248,SUP-OFF-04,Evergreen Office Goods,2015-03-22,2015-03-29,10,$2.62,$26.20,Closed
PO-003379,OFF-ST-10000636,SUP-OFF-02,Metro Stationery Co.,2015-03-22,2015-03-30,16,$19.78,$316.48,Closed
PO-003913,TEC-AC-10001908,SUP-TEC-04,CoreLink Systems,2015-03-22,2015-04-01,19,$39.19,$744.61,Closed
PO-004042,TEC-AC-10003399,SUP-TEC-04,CoreLink Systems,2015-03-22,2015-04-05,10,$37.93,$379.30,Closed
PO-004048,TEC-AC-10003441,SUP-TEC-02,BlueCircuit Supply,2015-03-22,2015-04-04,11,$6.32,$69.52,Closed
PO-004087,TEC-AC-10004171,SUP-TEC-02,BlueCircuit Supply,2015-03-22,2015-04-04,10,$55.31,$553.10,Closed
PO-000867,FUR-TA-10001039,SUP-FUR-02,Atlas Workspace Supply,2015-03-23,2015-04-04,13,$51.57,$670.41,Closed
PO-001896,OFF-BI-10002071,SUP-OFF-02,Metro Stationery Co.,2015-03-23,2015-03-27,14,$1.53,$21.42,Closed
PO-002059,OFF-BI-10003529,SUP-OFF-04,Evergreen Office Goods,2015-03-23,2015-03-28,15,$1.00,$15.00,Closed
PO-002662,OFF-LA-10004484,SUP-OFF-01,Pinnacle Paper & Office,2015-03-23,2015-04-02,15,$2.02,$30.30,Closed - Split Delivery
PO-003230,OFF-PA-10004071,SUP-OFF-04,Evergreen Office Goods,2015-03-23,2015-03-30,16,$23.67,$378.72,Closed
PO-004001,TEC-AC-10002926,SUP-TEC-01,Vertex Tech Distribution,2015-03-23,2015-03-31,12,$32.43,$389.16,Closed
PO-004125,TEC-AC-10004659,SUP-TEC-04,CoreLink Systems,2015-03-23,2015-03-30,13,$38.65,$502.45,Closed
PO-001368,OFF-AR-10001725,SUP-OFF-01,Pinnacle Paper & Office,2015-03-24,2015-03-31,14,$6.64,$92.96,Closed
PO-001397,OFF-AR-10001955,SUP-OFF-03,Prime Workplace Essentials,2015-03-24,2015-03-28,10,$15.34,$153.40,Closed
PO-002411,OFF-FA-10000611,SUP-OFF-03,Prime Workplace Essentials,2015-03-24,2015-04-01,11,$1.00,$11.00,Closed
PO-002982,OFF-PA-10001977,SUP-OFF-02,Metro Stationery Co.,2015-03-24,2015-03-31,13,$34.79,$452.27,Closed
PO-003156,OFF-PA-10003441,SUP-OFF-02,Metro Stationery Co.,2015-03-24,2015-04-01,12,$5.96,$71.52,Closed
PO-003482,OFF-ST-10001511,SUP-OFF-04,Evergreen Office Goods,2015-03-24,2015-03-28,11,$59.39,$653.29,Closed
PO-003658,OFF-ST-10004180,SUP-OFF-04,Evergreen Office Goods,2015-03-24,2015-03-28,14,$8.60,$120.40,Closed
PO-003754,OFF-SU-10002881,SUP-OFF-04,Evergreen Office Goods,2015-03-24,2015-03-30,14,$526.32,"$7,368.48",Closed
PO-002160,OFF-BI-10004209,SUP-OFF-01,Pinnacle Paper & Office,2015-03-25,2015-04-03,10,$3.44,$34.40,Closed
PO-003910,TEC-AC-10001874,SUP-TEC-03,Apex Digital Wholesale,2015-03-25,2015-04-05,10,$46.16,$461.60,Closed
PO-002026,OFF-BI-10003291,SUP-OFF-04,Evergreen Office Goods,2015-03-26,2015-04-03,18,$2.85,$51.30,Closed
PO-002101,OFF-BI-10003719,SUP-OFF-01,Pinnacle Paper & Office,2015-03-26,2015-03-31,10,$8.02,$80.20,Closed
PO-002566,OFF-LA-10001641,SUP-OFF-03,Prime Workplace Essentials,2015-03-26,2015-04-02,15,$2.39,$35.85,Closed
PO-003428,OFF-ST-10001031,SUP-OFF-02,Metro Stationery Co.,2015-03-26,2015-04-02,12,$5.37,$64.44,Closed
PO-000765,FUR-FU-10004017,SUP-FUR-02,Atlas Workspace Supply,2015-03-27,2015-04-12,12,$19.62,$235.44,Closed
PO-002694,OFF-PA-10000100,SUP-OFF-03,Prime Workplace Essentials,2015-03-27,2015-03-31,11,$34.29,$377.19,Closed
PO-003145,OFF-PA-10003309,SUP-OFF-02,Metro Stationery Co.,2015-03-27,2015-04-03,12,$7.51,$90.12,Closed
PO-003775,OFF-SU-10004498,SUP-OFF-01,Pinnacle Paper & Office,2015-03-27,2015-04-01,14,$5.43,$76.02,Closed
PO-004428,TEC-PH-10001835,SUP-TEC-03,Apex Digital Wholesale,2015-03-27,2015-04-09,14,$93.34,"$1,306.76",Closed
PO-000782,FUR-FU-10004091,SUP-FUR-03,Summit Office Interiors,2015-03-28,2015-04-12,10,$24.91,$249.10,Closed
PO-001455,OFF-AR-10002952,SUP-OFF-03,Prime Workplace Essentials,2015-03-28,2015-04-03,11,$9.15,$100.65,Closed
PO-001608,OFF-AR-10004757,SUP-OFF-04,Evergreen Office Goods,2015-03-28,2015-04-02,10,$2.34,$23.40,Closed
PO-002147,OFF-BI-10004140,SUP-OFF-01,Pinnacle Paper & Office,2015-03-28,2015-04-01,17,$1.00,$17.00,Closed
PO-002300,OFF-EN-10001509,SUP-OFF-03,Prime Workplace Essentials,2015-03-28,2015-04-02,11,$1.00,$11.00,Closed
PO-003192,OFF-PA-10003797,SUP-OFF-02,Metro Stationery Co.,2015-03-28,2015-04-02,12,$8.62,$103.44,Closed
PO-004322,TEC-PH-10000586,SUP-TEC-02,BlueCircuit Supply,2015-03-28,2015-04-04,10,$46.11,$461.10,Closed
PO-004328,TEC-PH-10000702,SUP-TEC-01,Vertex Tech Distribution,2015-03-28,2015-04-09,14,$15.82,$221.48,Closed
PO-001964,OFF-BI-10002794,SUP-OFF-01,Pinnacle Paper & Office,2015-03-29,2015-04-03,12,$26.53,$318.36,Closed
PO-000222,FUR-CH-10002304,SUP-FUR-02,Atlas Workspace Supply,2015-03-30,2015-04-13,12,$21.19,$254.28,Closed
PO-003618,OFF-ST-10003455,SUP-OFF-03,Prime Workplace Essentials,2015-03-30,2015-04-03,14,$5.62,$78.68,Closed
PO-004320,TEC-PH-10000576,SUP-TEC-01,Vertex Tech Distribution,2015-03-30,2015-04-08,14,$56.80,$795.20,Closed
PO-000245,FUR-CH-10002602,SUP-FUR-04,Cedar Contract Goods,2015-03-31,2015-04-11,11,$47.57,$523.27,Closed
PO-003301,OFF-PA-10004733,SUP-OFF-02,Metro Stationery Co.,2015-03-31,2015-04-05,16,$2.89,$46.24,Closed
PO-001960,OFF-BI-10002764,SUP-OFF-02,Metro Stationery Co.,2015-04-01,2015-04-06,14,$1.39,$19.46,Closed
PO-002586,OFF-LA-10002312,SUP-OFF-02,Metro Stationery Co.,2015-04-01,2015-04-07,13,$2.92,$37.96,Closed
PO-002686,OFF-PA-10000029,SUP-OFF-03,Prime Workplace Essentials,2015-04-01,2015-04-05,10,$2.68,$26.80,Closed
PO-002733,OFF-PA-10000289,SUP-OFF-01,Pinnacle Paper & Office,2015-04-01,2015-04-05,10,$2.53,$25.30,Closed
PO-004394,TEC-PH-10001557,SUP-TEC-03,Apex Digital Wholesale,2015-04-01,2015-04-09,10,$146.16,"$1,461.60",Closed
PO-000439,FUR-FU-10000409,SUP-FUR-03,Summit Office Interiors,2015-04-02,2015-04-16,18,$6.69,$120.42,Closed
PO-000891,FUR-TA-10001705,SUP-FUR-03,Summit Office Interiors,2015-04-02,2015-04-13,10,$91.80,$918.00,Closed
PO-001245,OFF-AR-10000122,SUP-OFF-02,Metro Stationery Co.,2015-04-02,2015-04-09,10,$3.29,$32.90,Closed
PO-002071,OFF-BI-10003656,SUP-OFF-03,Prime Workplace Essentials,2015-04-02,2015-04-07,12,$56.96,$683.52,Closed
PO-002242,OFF-BI-10004817,SUP-OFF-04,Evergreen Office Goods,2015-04-02,2015-04-06,17,$2.63,$44.71,Closed
PO-002588,OFF-LA-10002368,SUP-OFF-04,Evergreen Office Goods,2015-04-02,2015-04-10,15,$1.00,$15.00,Closed
PO-003253,OFF-PA-10004248,SUP-OFF-04,Evergreen Office Goods,2015-04-02,2015-04-11,20,$2.62,$52.40,Closed
PO-003409,OFF-ST-10000876,SUP-OFF-04,Evergreen Office Goods,2015-04-02,2015-04-07,11,$11.27,$123.97,Closed
PO-002436,OFF-FA-10001332,SUP-OFF-03,Prime Workplace Essentials,2015-04-03,2015-04-08,13,$1.00,$13.00,Closed
PO-000773,FUR-FU-10004020,SUP-FUR-01,Northwood Furnishings,2015-04-04,2015-04-20,22,$3.43,$75.46,Closed
PO-001015,OFF-AP-10000240,SUP-OFF-03,Prime Workplace Essentials,2015-04-04,2015-04-12,10,$24.78,$247.80,Closed
PO-001284,OFF-AR-10000657,SUP-OFF-02,Metro Stationery Co.,2015-04-04,2015-04-13,12,$2.63,$31.56,Closed
PO-003820,TEC-AC-10000474,SUP-TEC-04,CoreLink Systems,2015-04-04,2015-04-15,15,$75.73,"$1,135.95",Closed
PO-000324,FUR-CH-10003973,SUP-FUR-01,Northwood Furnishings,2015-04-05,2015-04-23,10,$208.14,"$2,081.40",Closed
PO-001602,OFF-AR-10004685,SUP-OFF-02,Metro Stationery Co.,2015-04-05,2015-04-14,17,$2.31,$39.27,Closed
PO-003426,OFF-ST-10000991,SUP-OFF-04,Evergreen Office Goods,2015-04-05,2015-04-12,22,$88.89,"$1,955.58",Closed
PO-004404,TEC-PH-10001615,SUP-TEC-04,CoreLink Systems,2015-04-05,2015-04-16,20,$27.59,$551.80,Closed
PO-000593,FUR-FU-10002191,SUP-FUR-01,Northwood Furnishings,2015-04-06,2015-04-20,11,$3.87,$42.57,Closed
PO-002062,OFF-BI-10003638,SUP-OFF-02,Metro Stationery Co.,2015-04-06,2015-04-14,10,$4.35,$43.50,Closed
PO-002457,OFF-FA-10002780,SUP-OFF-02,Metro Stationery Co.,2015-04-06,2015-04-10,15,$2.45,$36.75,Closed
PO-004230,TEC-MA-10002859,SUP-TEC-04,CoreLink Systems,2015-04-06,2015-04-15,11,$71.14,$782.54,Closed
PO-001380,OFF-AR-10001868,SUP-OFF-02,Metro Stationery Co.,2015-04-07,2015-04-11,12,$1.00,$12.00,Closed
PO-002265,OFF-EN-10000056,SUP-OFF-02,Metro Stationery Co.,2015-04-07,2015-04-12,17,$18.45,$313.65,Closed
PO-002388,OFF-EN-10004773,SUP-OFF-01,Pinnacle Paper & Office,2015-04-07,2015-04-16,14,$11.54,$161.56,Closed
PO-003681,OFF-ST-10004634,SUP-OFF-04,Evergreen Office Goods,2015-04-07,2015-04-13,10,$7.45,$74.50,Closed
PO-000379,FUR-CH-10004886,SUP-FUR-03,Summit Office Interiors,2015-04-08,2015-04-23,10,$54.95,$549.50,Closed
PO-000872,FUR-TA-10001086,SUP-FUR-04,Cedar Contract Goods,2015-04-08,2015-04-29,20,$110.41,"$2,208.20",Closed
PO-002892,OFF-PA-10001569,SUP-OFF-04,Evergreen Office Goods,2015-04-08,2015-04-14,16,$3.92,$62.72,Closed
PO-000718,FUR-FU-10003708,SUP-FUR-02,Atlas Workspace Supply,2015-04-09,2015-04-23,17,$22.84,$388.28,Closed
PO-002258,OFF-BI-10004970,SUP-OFF-02,Metro Stationery Co.,2015-04-09,2015-04-18,13,$2.67,$34.71,Closed
PO-002399,OFF-FA-10000134,SUP-OFF-04,Evergreen Office Goods,2015-04-09,2015-04-13,16,$13.61,$217.76,Closed
PO-001999,OFF-BI-10002976,SUP-OFF-03,Prime Workplace Essentials,2015-04-11,2015-04-19,11,$1.40,$15.40,Closed
PO-003924,TEC-AC-10002001,SUP-TEC-02,BlueCircuit Supply,2015-04-11,2015-04-24,25,$111.86,"$2,796.50",Closed
PO-004429,TEC-PH-10001835,SUP-TEC-03,Apex Digital Wholesale,2015-04-11,2015-04-23,17,$93.34,"$1,586.78",Closed
PO-000503,FUR-FU-10001424,SUP-FUR-02,Atlas Workspace Supply,2015-04-12,2015-04-26,10,$2.18,$21.80,Closed
PO-001077,OFF-AP-10001391,SUP-OFF-01,Pinnacle Paper & Office,2015-04-12,2015-04-21,10,$67.12,$671.20,Closed
PO-003162,OFF-PA-10003543,SUP-OFF-01,Pinnacle Paper & Office,2015-04-12,2015-04-20,10,$1.54,$15.40,Closed
PO-004374,TEC-PH-10001459,SUP-TEC-01,Vertex Tech Distribution,2015-04-12,2015-04-26,19,$245.57,"$4,665.83",Closed
PO-004660,TEC-PH-10004531,SUP-TEC-04,CoreLink Systems,2015-04-12,2015-04-19,10,$30.71,$307.10,Closed
PO-001417,OFF-AR-10002221,SUP-OFF-02,Metro Stationery Co.,2015-04-13,2015-04-19,13,$1.00,$13.00,Closed
PO-002072,OFF-BI-10003656,SUP-OFF-03,Prime Workplace Essentials,2015-04-13,2015-04-18,24,$56.96,"$1,367.04",Closed
PO-002251,OFF-BI-10004876,SUP-OFF-04,Evergreen Office Goods,2015-04-13,2015-04-19,10,$1.18,$11.80,Closed
PO-003568,OFF-ST-10002574,SUP-OFF-01,Pinnacle Paper & Office,2015-04-13,2015-04-19,12,$49.62,$595.44,Closed
PO-003406,OFF-ST-10000798,SUP-OFF-03,Prime Workplace Essentials,2015-04-14,2015-04-22,14,$12.67,$177.38,Closed
PO-000177,FUR-CH-10001394,SUP-FUR-02,Atlas Workspace Supply,2015-04-15,2015-04-25,10,$118.96,"$1,189.60",Closed
PO-000547,FUR-FU-10001852,SUP-FUR-02,Atlas Workspace Supply,2015-04-17,2015-05-01,17,$1.00,$17.00,Closed
PO-001505,OFF-AR-10003504,SUP-OFF-01,Pinnacle Paper & Office,2015-04-17,2015-04-24,10,$4.62,$46.20,Closed
PO-002562,OFF-LA-10001613,SUP-OFF-02,Metro Stationery Co.,2015-04-17,2015-04-21,10,$1.39,$13.90,Closed
PO-003412,OFF-ST-10000877,SUP-OFF-03,Prime Workplace Essentials,2015-04-17,2015-04-26,10,$90.33,$903.30,Closed
PO-001805,OFF-BI-10001525,SUP-OFF-02,Metro Stationery Co.,2015-04-18,2015-04-24,10,$1.19,$11.90,Closed
PO-001827,OFF-BI-10001628,SUP-OFF-03,Prime Workplace Essentials,2015-04-18,2015-04-23,10,$5.06,$50.60,Closed
PO-004301,TEC-PH-10000376,SUP-TEC-03,Apex Digital Wholesale,2015-04-18,2015-04-25,15,$3.39,$50.85,Closed
PO-000360,FUR-CH-10004675,SUP-FUR-01,Northwood Furnishings,2015-04-19,2015-05-05,15,$163.73,"$2,455.95",Closed
PO-001784,OFF-BI-10001294,SUP-OFF-01,Pinnacle Paper & Office,2015-04-19,2015-04-27,12,$6.79,$81.48,Closed
PO-002530,OFF-LA-10000452,SUP-OFF-04,Evergreen Office Goods,2015-04-19,2015-04-26,15,$1.00,$15.00,Closed
PO-003434,OFF-ST-10001128,SUP-OFF-01,Pinnacle Paper & Office,2015-04-19,2015-04-24,10,$105.47,"$1,054.70",Closed
PO-003976,TEC-AC-10002550,SUP-TEC-03,Apex Digital Wholesale,2015-04-19,2015-04-27,14,$12.77,$178.78,Closed
PO-004155,TEC-CO-10001449,SUP-TEC-04,CoreLink Systems,2015-04-19,2015-05-02,10,"$1,089.27","$10,892.70",Closed
PO-004175,TEC-CO-10004202,SUP-TEC-03,Apex Digital Wholesale,2015-04-19,2015-04-27,20,$121.14,"$2,422.80",Closed
PO-000226,FUR-CH-10002320,SUP-FUR-02,Atlas Workspace Supply,2015-04-20,2015-05-07,13,$159.49,"$2,073.37",Closed
PO-000912,FUR-TA-10002228,SUP-FUR-04,Cedar Contract Goods,2015-04-20,2015-05-07,13,$94.40,"$1,227.20",Closed
PO-001520,OFF-AR-10003651,SUP-OFF-01,Pinnacle Paper & Office,2015-04-20,2015-04-29,13,$1.48,$19.24,Closed
